dataset,model,acc_mean,acc_std,acc_se,f1_mean,f1_std,f1_se,n_folds_total
ECG5000,TDA_multiscale(SVM),0.9373333333333334,0.005537749241945342,0.0014298407059684705,0.5531855873246649,0.042183713629741444,0.010891788024611429,15
ECG5000,Baseline(LogReg),0.9279999999999998,0.005542047068934525,0.001430950400125403,0.49319171185038824,0.034159870343300876,0.00882004059654726,15
ECG5000,TDA_single(LogReg),0.9194000000000001,0.007500476175359999,0.001936614621052985,0.43570213859625423,0.034074318335753764,0.008797951163182957,15
